expiry_str,expiry_date,strike,type,mark_iv,mark_price,underlying_price,open_interest,bid_price,ask_price,best_bid_price,best_ask_price,volume,instrument_name
19DEC25,2025-12-19,2900.0,P,76.45,0.022576,3117.42,898.0,0.0225,0.023,,,26.0,ETH-19DEC25-2900-P
19DEC25,2025-12-19,2950.0,C,75.31,0.080998,3117.42,1757.0,0.08,0.0815,,,10.0,ETH-19DEC25-2950-C
19DEC25,2025-12-19,2950.0,P,75.31,0.027286,3117.45,1328.0,0.027,0.0275,,,502.0,ETH-19DEC25-2950-P
19DEC25,2025-12-19,3000.0,C,74.26,0.070409,3117.42,255.0,0.0695,0.071,,,11.0,ETH-19DEC25-3000-C
19DEC25,2025-12-19,3000.0,P,74.26,0.032718,3117.42,523.0,0.0325,0.033,,,116.0,ETH-19DEC25-3000-P
19DEC25,2025-12-19,3050.0,C,73.41,0.060711,3117.42,1722.0,0.06,0.0615,,,378.0,ETH-19DEC25-3050-C
19DEC25,2025-12-19,3050.0,P,73.41,0.039082,3117.45,884.0,0.0385,0.0395,,,179.0,ETH-19DEC25-3050-P
19DEC25,2025-12-19,3100.0,C,72.66,0.051854,3117.45,2109.0,0.0515,0.0525,,,267.0,ETH-19DEC25-3100-C
19DEC25,2025-12-19,3100.0,P,72.66,0.046265,3117.42,2871.0,0.046,0.047,,,662.0,ETH-19DEC25-3100-P
19DEC25,2025-12-19,3150.0,C,72.1,0.043973,3117.45,2335.0,0.0435,0.0445,,,673.0,ETH-19DEC25-3150-C
19DEC25,2025-12-19,3150.0,P,72.1,0.054421,3117.42,540.0,0.054,0.055,,,480.0,ETH-19DEC25-3150-P
19DEC25,2025-12-19,3200.0,C,71.72,0.037041,3117.45,1707.0,0.0365,0.0375,,,587.0,ETH-19DEC25-3200-C
19DEC25,2025-12-19,3200.0,P,71.72,0.063557,3117.45,1237.0,0.063,0.064,,,757.0,ETH-19DEC25-3200-P
19DEC25,2025-12-19,3250.0,C,71.72,0.031174,3117.42,255.0,0.0305,0.0315,,,143.0,ETH-19DEC25-3250-C
19DEC25,2025-12-19,3250.0,P,71.72,0.073676,3117.45,434.0,0.073,0.0745,,,314.0,ETH-19DEC25-3250-P
19DEC25,2025-12-19,3300.0,C,71.73,0.02603,3117.42,3910.0,0.0255,0.0265,,,3132.0,ETH-19DEC25-3300-C
19DEC25,2025-12-19,3300.0,P,71.73,0.084608,3117.45,357.0,0.0835,0.085,,,189.0,ETH-19DEC25-3300-P
19DEC25,2025-12-19,3350.0,C,71.74,0.021569,3117.45,141.0,0.021,0.022,,,80.0,ETH-19DEC25-3350-C
19DEC25,2025-12-19,3350.0,P,71.74,0.096162,3117.42,86.0,0.095,0.097,,,35.0,ETH-19DEC25-3350-P
19DEC25,2025-12-19,3400.0,C,71.75,0.017771,3117.42,1827.0,0.017,0.018,,,176.0,ETH-19DEC25-3400-C
19DEC25,2025-12-19,3400.0,P,71.75,0.108388,3117.42,41.0,0.107,0.122,,,0.0,ETH-19DEC25-3400-P
19DEC25,2025-12-19,3500.0,C,72.12,0.011955,3117.42,1192.0,0.0115,0.0125,,,527.0,ETH-19DEC25-3500-C
19DEC25,2025-12-19,3500.0,P,72.12,0.13465,3117.42,29.0,0.1075,0.179,,,0.0,ETH-19DEC25-3500-P
19DEC25,2025-12-19,3600.0,C,72.92,0.008037,3117.42,2103.0,0.0075,0.0085,,,279.0,ETH-19DEC25-3600-C
19DEC25,2025-12-19,3600.0,P,72.92,0.162809,3117.42,2.0,0.126,0.199,,,0.0,ETH-19DEC25-3600-P
19DEC25,2025-12-19,3800.0,C,75.56,0.003745,3117.42,3766.0,0.0036,0.004,,,818.0,ETH-19DEC25-3800-C
19DEC25,2025-12-19,3800.0,P,75.56,0.222671,3117.42,0.0,,0.2875,,,0.0,ETH-19DEC25-3800-P
19DEC25,2025-12-19,3900.0,C,77.31,0.002633,3117.42,443.0,0.0025,0.0028,,,414.0,ETH-19DEC25-3900-C
19DEC25,2025-12-19,3900.0,P,77.31,0.253636,3117.42,0.0,,,,,0.0,ETH-19DEC25-3900-P
19DEC25,2025-12-19,4000.0,C,79.19,0.001887,3117.42,1421.0,0.0017,0.002,,,101.0,ETH-19DEC25-4000-C
19DEC25,2025-12-19,4000.0,P,79.19,0.284967,3117.42,0.0,,,,,0.0,ETH-19DEC25-4000-P
19DEC25,2025-12-19,4100.0,C,80.39,0.001298,3117.42,32.0,0.0011,0.0015,,,16.0,ETH-19DEC25-4100-C
19DEC25,2025-12-19,4100.0,P,80.39,0.316454,3117.42,0.0,,,,,0.0,ETH-19DEC25-4100-P
19DEC25,2025-12-19,4200.0,C,82.28,0.00095,3117.42,59.0,0.0008,0.0012,,,36.0,ETH-19DEC25-4200-C
19DEC25,2025-12-19,4200.0,P,82.28,0.348184,3117.42,0.0,,,,,0.0,ETH-19DEC25-4200-P
26DEC25,2025-12-26,500.0,C,172.97,0.839697,3119.21,1368.0,0.839,0.8405,,,5.0,ETH-26DEC25-500-C
26DEC25,2025-12-26,500.0,P,172.97,0.0,3119.18,13051.0,,0.0001,,,0.0,ETH-26DEC25-500-P
26DEC25,2025-12-26,1000.0,C,172.8,0.679474,3119.18,1419.0,0.6785,0.6805,,,5.0,ETH-26DEC25-1000-C
26DEC25,2025-12-26,1000.0,P,172.8,7.9e-05,3119.21,12112.0,,0.0002,,,48.0,ETH-26DEC25-1000-P
26DEC25,2025-12-26,1200.0,C,157.33,0.61545,3119.21,624.0,0.6145,0.6165,,,0.0,ETH-26DEC25-1200-C
26DEC25,2025-12-26,1200.0,P,157.33,0.000176,3119.18,5013.0,,0.0003,,,0.0,ETH-26DEC25-1200-P
26DEC25,2025-12-26,1300.0,C,148.04,0.583433,3119.18,68.0,0.5785,0.5845,,,0.0,ETH-26DEC25-1300-C
26DEC25,2025-12-26,1300.0,P,148.04,0.00022,3119.18,4339.0,0.0002,0.0004,,,4922.0,ETH-26DEC25-1300-P
