expiry_str,expiry_date,strike,type,mark_iv,mark_price,underlying_price,open_interest,bid_price,ask_price,best_bid_price,best_ask_price,volume,instrument_name
26DEC25,2025-12-26,82000.0,C,53.8,0.10510465,90323.05,29.1,0.1035,0.106,,,0.0,BTC-26DEC25-82000-C
26DEC25,2025-12-26,82000.0,P,53.8,0.01302292,90323.05,1711.2,0.0125,0.0135,,,40.5,BTC-26DEC25-82000-P
26DEC25,2025-12-26,84000.0,C,52.08,0.08742495,90317.89,124.3,0.086,0.088,,,0.0,BTC-26DEC25-84000-C
26DEC25,2025-12-26,84000.0,P,52.08,0.01748757,90323.05,610.7,0.017,0.018,,,120.1,BTC-26DEC25-84000-P
26DEC25,2025-12-26,85000.0,C,51.51,0.07925034,90317.89,545.3,0.078,0.08,,,9.0,BTC-26DEC25-85000-C
26DEC25,2025-12-26,85000.0,P,51.51,0.02038513,90323.05,14086.3,0.02,0.0205,,,628.7,BTC-26DEC25-85000-P
26DEC25,2025-12-26,86000.0,C,50.54,0.07112851,90323.05,758.7,0.07,0.072,,,12.9,BTC-26DEC25-86000-C
26DEC25,2025-12-26,86000.0,P,50.54,0.02333547,90323.05,1643.2,0.023,0.0235,,,62.5,BTC-26DEC25-86000-P
26DEC25,2025-12-26,88000.0,C,49.01,0.05631696,90323.05,1170.8,0.0555,0.057,,,13.7,BTC-26DEC25-88000-C
26DEC25,2025-12-26,88000.0,P,49.01,0.03065123,90323.05,1014.3,0.03,0.031,,,220.3,BTC-26DEC25-88000-P
26DEC25,2025-12-26,90000.0,C,47.68,0.04334742,90323.05,2416.9,0.043,0.0435,,,99.9,BTC-26DEC25-90000-C
26DEC25,2025-12-26,90000.0,P,47.68,0.03984308,90323.05,3646.2,0.0395,0.04,,,237.6,BTC-26DEC25-90000-P
26DEC25,2025-12-26,92000.0,C,46.88,0.0326751,90323.05,876.4,0.032,0.033,,,189.0,BTC-26DEC25-92000-C
26DEC25,2025-12-26,92000.0,P,46.88,0.0513151,90323.05,1166.1,0.0505,0.0515,,,13.8,BTC-26DEC25-92000-P
26DEC25,2025-12-26,94000.0,C,46.62,0.02429465,90323.05,1240.8,0.0235,0.0245,,,17.2,BTC-26DEC25-94000-C
26DEC25,2025-12-26,94000.0,P,46.62,0.06506769,90323.05,633.4,0.064,0.066,,,6.0,BTC-26DEC25-94000-P
26DEC25,2025-12-26,95000.0,C,46.31,0.02061407,90323.05,4968.4,0.02,0.0205,,,249.6,BTC-26DEC25-95000-C
